 ENTREE,TITRE,AUTEUR,SERIE,COTE,EDITION,COMMENTAIRES,THEME_OUVRAGE,TYPE_OUVRAGE
1135,L epopee napoleonienne vue par un artiste,"MEGANCK, Paul",T,T MEG,"Le livre chez vous, 2008, 207 p.",Grand format,Ouvrages sur les uniformes,
1136,La Garde Imperiale et ses uniformes,"MARTIN, Yves",T,T MAE,"Le livre chez vous, 2008, 623 p.",Grand format,Ouvrages sur les uniformes,
1137,La Vieille Garde Imperiale,JOB,T,T JOB,"Le livre chez vous, 2000, 159 p.",Grand format,Ouvrages sur les uniformes,
1138,L epopee napoleonienne,"HOURTOULLE, F.G.",T,T HOU,"Histoire & Collections, 1997, 207 p.",Grand format,Ouvrages sur les uniformes,
1139,Les chevau-legers belges du duc d Arenberg,"VAN EECKHOUDT, Guy",T,T VAN,"Le livre chez vous, 2002, 231 p.",Grand format,Ouvrages sur les uniformes,
1140,Les timbaliers de la Grande Armee ,"WATHIER, R.",T,T WAT,"Societe des Collectionneurs de figurine smilitaires, 1951, 41 planches",Grand format,Ouvrages sur les uniformes,
1141,En campagne - Tableaux et dessins de Meissonier et E. Detaille,"RICHARD, Jules",T,T RIC,"Boussod, Valadon et Cie, 1887, 82 p.",,Ouvrages sur les uniformes,
1142,Waterloo,"BEAUFORT, L. de",T,T BEA,"Nombreuses planches, s.d.",,Ouvrages sur les uniformes,
1143,Les uniformes des guerres napoleoniennes,"COPPENS, Bernard; etc",T,T COP,"Editions Quatuor, 1998, tome 2 . 187 p.",Grand format,Ouvrages sur les uniformes,
1144,L heroïsme d un siecle,"DETAILLE, Edouard ",T,T DET,"Copernic, 1979, 94 p.",Grand format,Ouvrages sur les uniformes,
1145,Collection des uniformes de la Garde Royale en 1816,"CARI, G. de",T,T CAR,"Martinet Libraire, s.d. + 18 planches",Grand format,Ouvrages sur les uniformes,
1146,Collection Gabriel Cimetiere - Musee militaire de Bourbon-Lancy,BRANGER ARENES AUCTION,T,T BRA,"BRANGER ARENES AUCTION, 2003, 176 p.",Grand format,Ouvrages sur les uniformes,
1147,Le bataillon de tirailleurs corses,"CHAUVIN, Rene",T,T CHA,"A compte d auteur, 2003, 76 p.",Grand format,Ouvrages sur les uniformes,
1148,L armee de Moreau en Allemagne,"CRUSIUS, Peter",T,T CRU,"Editions Biblio, 1985, 53 p. + dessins.",Grand format,Ouvrages sur les uniformes,
1149,Soldats de plomb - L art de la passion,Brochure,T,T BRO,"Editeur Les Grandes Collections, 1987, 48 p.",,Ouvrages sur les uniformes,
1150,N° 58,Revue Figurines,T,T FIG,"Histoire & Collections, 2004, 82 p.",Grand format,Ouvrages sur les uniformes,
1151,N° 71,Revue Figurines,T,T FIG,"Histoire & Collections, 2006, 82 p.",Grand format,Ouvrages sur les uniformes,
1152,N° 76,Revue Figurines,T,T FIG,"Histoire & Collections, 2007, 82 p.",Grand format,Ouvrages sur les uniformes,
1153,Uniformes et tenues de campagne des grandes armees du monde,"BLOND, Georges",T,T BLO,"Robert Laffont, 1979, 256 p.",Grand format,Ouvrages sur les uniformes,
1154,2e Regiment de dragons - Cinq siecles d histoire,2e REGIMENT DE DRAGONS,T,T DRA,"PIAT de Saint-Maixent-l Ecole, 200, 308 p.",Grand format,Ouvrages sur les uniformes,
1155,La Garde Imperiale,"LACHOUQUE, Henry (commandant)",T,T LAC,"Quatuor, 2001, 890 p.",Grand format,Ouvrages sur les uniformes,
1000,Histoire du Second Empire - Tome 1,"GORCE, Pierre de la",S,NIII Gorce Thiry  ,"Plon, Paris, 1894, tome 1 . 493 p.",,Napoleon III,
1001,Histoire du Second Empire - Tome 2,"GORCE, Pierre de la",S,NIII Gorce Thiry  ,"Plon, Paris, 1894, tome 2 . 458 p.",,Napoleon III,
1002,Histoire du Second Empire - Tome 3,"GORCE, Pierre de la",S,NIII Gorce Thiry  ,"Plon, Paris, 1894, tome 3 . 485 p.",,Napoleon III,
1003,Histoire du Second Empire - Tome 4,"GORCE, Pierre de la",S,NIII Gorce Thiry  ,"Plon, Paris, 1894, tome 4 . 642 p.",,Napoleon III,
1004,Histoire du Second Empire - Tome 5,"GORCE, Pierre de la",S,NIII Gorce Thiry  ,"Plon, Paris, 1894, tome 5 . 538 p.",,Napoleon III,
1005,Histoire du Second Empire - Tome 6,"GORCE, Pierre de la",S,NIII Gorce Thiry   ,"Plon, Paris, 1894, tome 6 . 466 p.",,Napoleon III,
1006,Histoire du Second Empire - Tome 7,"GORCE, Pierre de la",S,NIII Gorce Thiry  ,"Plon, Paris, 1894, tome 7 . 444 p.",,Napoleon III,
1007,Memoires et Relations politiques du baron de Vitrolles - Tome 1,"FORGUES, Eugene",S,NIII FOR,"G. Charpentier, Paris, 1884, 3 tomes (1814 – 1814/1815 – 1815/1830), tome 1 . 462 p",,Napoleon III,
1008,Memoires et Relations politiques du baron de Vitrolles - Tome 2,"FORGUES, Eugene",S,NIII FOR,"G. Charpentier, Paris, 1884, 3 tomes (1814 – 1814/1815 – 1815/1830), tome 2 . 478 p.",,Napoleon III,
1009,Memoires et Relations politiques du baron de Vitrolles - Tome 3,"FORGUES, Eugene",S,NIII FOR,"G. Charpentier, Paris, 1884, 3 tomes (1814 – 1814/1815 – 1815/1830), tome 3 . 514 p.",,Napoleon III,
1010,"Morny, un voluptueux au pouvoir","ROUART, Jean-Marie",S,NIII ROU,"Gallimard, folio, 1995, 302 p.",,Napoleon III,
1011,"Marie Bonaparte, la derniere Bonaparte","BERTIN, Celia",S,NIII BER,"Perrin, 1982, 502 p.",,Napoleon III,
1012,L election presidentielle de Louis-Napoleon Bonaparte - 10 decembre 1848,"TUDESQ, Andre-Jean",S,NIII TUD,"Armand Colin, 1965, 272 p.",,Napoleon III,
1013,"Funerailles de Napoleon III, avec liste des personnes presentes",CAMBACERES (duc),S,NIII CAM,"Librairie generale, Paris, 1873, 84 p.    ","Proces-verbal redige par le duc de Cambaceres, grand-maître des ceremonies",Napoleon III,
1014,Napoleon III - Le parcours d un saint-simonien,"SAGNES, Jean",S,NIII SAG,"Editions Singulieres, 2008, 607 p.",,Napoleon III,
1015,Napoleon III,"AUBRY, Octave",S,NIII AUB,"Artheme Fayard, 1929, 394 p.",,Napoleon III,
1016,Napoleon III ou l Empereur des sens,"DECKER, Michel de",S,NIII DEC,"Belfond, Paris, 2008, 307 p.",,Napoleon III,
1017,"Le prince imperial ""Napoleon IV""","LACHNITT, Jean-Claude",S,NIII LAC,"Perrin, 1997, 341 p.",,Napoleon III,
1018,L armee du Rhin depuis le 12 août jusqu au 29 octobre 1870,BAZAINE (marechal),S,NIII BAZ,"Plon, 1872, 308 p. + deux cartes.",,Napoleon III,
1019,Histoire et archeologie mediterraneennes sous Napoleon III,"LARONDE, Andre; TOUBERT, Pierre; LECLANT, Jean",S,NIII LAR,"Diffusion de Boccard, 2011, 275 p.",,Napoleon III,
1020,Discours et messages de Louis-Napoleon Bonaparte depuis son retour en France jusqu au 2 decembre 1852,"BONAPARTE, Louis-Napoleon",S,NIII BON,"Plon, 1853, 251 p.",,Napoleon III,
1021,L affaire Pierre Bonaparte (le meurtre de Victor Noir),"ZEVAES, Alexandre",S,NIII ZEV,"Librairie Hachette, 1929, 124 p.",,Napoleon III,
1022,Napoleon III et la Côte d Or,MUSEE DE DIJON,S,NIII MUS,"Plaquette du musee de Dijon, 1968, 79 p.",,Napoleon III,
1023,Le Prince Imperial,"AUGUSTIN-THIERRY, A.",S,NIII AUG,"Editions Bernard Grasset 1935, 255 p.",,Napoleon III,
1024,Rossel (1844-1871),"THOMAS, Edith",S,N III THO,"Gallimard, 1967, 498 p,",,Napoleon III,
1025,La diplomatie du Sphinx - Napoleon III et sa politique internationale ,"BRULEY, Yves",S,NIII BRUL,"CLD 2ditions, 2013, 358 p.",,Napoleon III,
1026,Hommes et ideologues de 1840,"CUVILLIER, Armand",S,NIII CUV,"Librairie Marcel Riviere et Cie, 1956, 252 p.",,Napoleon III,
1027,"Napoleon III ""empereur social""","BORNECQUE-WINANDY, Edouard",S,NIII BOR,"Tequi, 1980, 136 p.",,Napoleon III,
1028,Le pape ou l empereur - Les catholiques et Napoleon III,"PICHOT-BRAVARD, Philippe",S,NIII PIC,"Tempora, Perpignan, 2008, 204 p.",,Napoleon III,
1029,"Morny, l homme du Second Empire","DUFRESNE, Claude",S,NIII DUF,"Librairie academique Perrin, 1983, 383 p.",,Napoleon III,
1030,La politique ecclesiastique du Second Empire de 1852 a 1869,"MAURAIN, J.",S,NIII MAU,"Librairie Felix Alcan, 1930, 989 p. + une carte.",,Napoleon III,
1031,"Billault, ministre de Napoleon III d apres ses papiers personnels (1805 - 1863)","BLAYAU, Noël",S,NIII BLA,"Librairie C. Klincksieck, 1969, 424 p.",,Napoleon III,
1032,Mes souvenirs de la IIIe Republique (1836 - 1922),"SIEGFRIED, Andre",S,NIII SIE,"Editions du Grand Siecle, 1946, 149 p.",,Napoleon III,
1033,Le coup du 2 decembre,"GUILLEMIN, Henri",S,NIII GUI,"Gallimard, 1951, 478 p.",,Napoleon III,
1034,L annexion de la Savoie a la France et la politique suisse - 1860,"MONNIER, Luc",S,NIII MON,"Librairie Droz, 2010, 439 p.",,Napoleon III,
1035,Recueil officiel des lois et reglements relatifs aux contributions directes - Tome 1,LOIS & REGLEMENTS,S,NIII L&R,"Imprimerie Imperiale, 1858, 242 p.",,Napoleon III,
1036,Recueil officiel des lois et reglements relatifs aux contributions directes - Tome 3,LOIS & REGLEMENTS,S,NIII L&R,"Imprimerie Imperiale, 1860, 836 p.",,Napoleon III,
1037,Recueil officiel des lois et reglements relatifs aux contributions directes - Tome 4,LOIS & REGLEMENTS,S,NIII L&R,"Imprimerie Imperiale, 1863, 751 p.",,Napoleon III,
1038,Recueil officiel des lois et reglements relatifs aux contributions directes - Tome 5,LOIS & REGLEMENTS,S,NIII L&R,"Imprimerie Imperiale, 1866, 835 p.",,Napoleon III,
1039,Recueil officiel des lois et reglements relatifs aux contributions directes - Tome 6,LOIS & REGLEMENTS,S,NIII L&R,"Imprimerie Imperiale, 1868, 815 p.",,Napoleon III,
1040,Le choix des couleurs. 1860 quand Nice devint française,"RUGGIERO, Alain; PAIRAULT, Louis-Gilles",S,N III RUG,"Memoires Millenaires, Nice, 2010, 184 p.",,Napoleon III,
1041,Camerone 1863,"PATAY, Max",S,NIII PAT,"Socomer editions, 1988, 58 p.",,Napoleon III,
1042,A propos du premier voyage en Sologne du Prince-President Louis-Napoleon,"DUBOIS, Augustin",S,NIII DUB,"Imprimeriue moderne, 1947, 20 p.",,Napoleon III,
1043,Un portrait inedit de Napoleon III,"CAUVIERE, J.",S,NIII CAU,"Librairie Charles Poussielgue, 1910, 11 p.",,Napoleon III,
1044,Louis-Napoleon Bonaparte,LES INFAMES,S,NIII INF,"Au bureau du petit journal, 1871, 100 p.",,Napoleon III,
1045,Le conseil general des Landes en 1870,"FILLOLES, Christiane",S,NIII FIL,"Bibliotheque des amis de Napoleon III, 1970, 9 p.",,Napoleon III,
1046,Victoria et Napoleon III,"ARJUZON, Antoine d ",S,NIII ARJ,"Atlantica, 2007, 310 p.",,Napoleon III,
1047,La guerre du Mexique (1862 - 1867) - Le mirage americain de Napoleon III,"GOUTMAN, Alain",S,NIII GOU,"Perrin, 2008, 452 p.",,Napoleon III,
1048,La vie elegante ou la formation du Tout-Paris (1815 - 1848),"FUGIER, Anne-Martin",S,NIII FUG,"Fayard, 1990, 447 p.",,Napoleon III,
1049,La Garde imperiale de Napoleon III,"DELPERIER, Louis; JOUINEAU, Andre; MALVAUX, Bertrand",S,NIII DEL,"Editions du Grenadier, Nantes, 2000, 400 p.",Grand format,Napoleon III,
1050,L histoire du XIXe siecle racontee par les peintres - Quand la France rayonnait dans le monde,REVUE,S,NIII REV,"Point de vue HS, 2011, 64 p.",,Napoleon III,
1051,Les services de renseignement dans la politique exterieure de Napoleon III,"PIN, Paul",S,NIII PIN,"Univ. Paris IV-Sorbonne, UFR d Histoire moderne, 1994, 291 p.","Grand format, these sous la direction de Jean Tulard",Napoleon III,
1052,Le rail en France - Le second Empire - Tome 1 - 1852 - 1857,"PALAU, François et Maguy",S,NIII PAL,"Auto-edition, 2003, 217 p.",,Napoleon III,
1053,Le rail en France - Le second Empire - Tome 2 - 1858 - 1863,"PALAU, François et Maguy",S,NIII PAL,"Auto-edition, 2001, 223 p.",,Napoleon III,
1054,Le rail en France - Le second Empire - Tome 3 - 1864 - 1870,"PALAU, François et Maguy",S,NIII PAL,"Auto-edition, 2004, 239 p.",,Napoleon III,
1055,Le rail en France - Les 80 premieres lignes - Tome 4 - 1828 - 1851,"PALAU, François et Maguy",S,NIII PAL,"Auto-edition, 2003, 217 p.",,Napoleon III,
1056,Histoire des trois journees de fevrier 1848,"PELLETAN, Eugene",S,NIII PEL,"Louis Colas Editeur, 1848, 184 p.",,Napoleon III,
1057,Etude historique sur le coup d Etat,"TENOT, Eugene",S,NIII TEN,"Editions du journal du siecle, 1876, 302 p.",,Napoleon III,
1058,Napoleon III,"CASTELOT, Andre",S,NIII CAS,"Perrin, 1973, 702 p.",,Napoleon III,
1059,Napoleon III et la Belgique,"LEO, Jean",S,NIII LEO,"Editions Racine, 2003, 170 p.",,Napoleon III,
1060,Le Prince Imperial,"DECAUX, Alain",S,NIII DEC,"Presse Pocket, 1970, 189 p.",,Napoleon III,
1061,Morny et son temps,"PARTURIER, Maurice",S,NIII PAR,"Hachette, 1969, 318 p. + 45 icon.(Cercle du nouveau livre d histoire)",,Napoleon III,
1062,Connaissez-vous le duc de Morny ?,"PAUL, Pierre",S,NIII PAU," Bloud et Gay, 1958, 208 p.",,Napoleon III,
1063,"Le Duc de Morny, Prince français","BOULENGER, Marcel",S,NIII BOU ,"Hachette, Paris, 1925, 247 p.",,Napoleon III,
1064,Le second Empire (1852 - 1870),LAROUSSE,S,NIII LAR,"Editions Larousse, Paris, 1985, 172 p.",,Napoleon III,
1065,Les contre-guerillas françaises dans les terres chaudes du Mexique (1862 - 1867) - Des forces speciales au XIXe siecle,"TALADOIRE, Eric",S,NIII TAL,"L Harmattan, 2016, 302 p.",,Napoleon III,
1066,La cavalerie de la Garde imperiale a Saint-Germain-en-Laye (1854 - 1870),"DUPLAY, Philippe (general)",S,NIII DUP,"Les amis du vieux Saint-Germain, 1987, 48 p.",,Napoleon III,
1067,La monarchie de Juillet,"ROBERT, Herve",S,NIII ROB,"CNRS Editions, 2017, 204 p.",,Napoleon III,
1068,Histoire de la Revolution de 1848,GARNIER-PAGES,S,NIII GAR,"Degorge-Cadot, librairie-editeur, s.d., pages non numerotees.",,Napoleon III,
1069,Le panorama des Solferino,"LANGLOIS, Jean-Charles",S,NIII LAN,"Archives Departementales du Calvados, 2000, 128 p. ",,Napoleon III,
1070,Les conspirations de Louis-Napoleon Bonaparte - Strasbourg/Boulogne,"PERREUX, Gabriel",S,NIII PER,"Hachette, 1926, 125 p.",,Napoleon III,
1071,"L Empereur et les Arts, la liste civile de Napoleon III","GRANGER, Catherine",S,NIII Arts Grange don p.,"Ecole des Chartes, 2005, 866 p.",,Napoleon III,
1072,N° 1 - La guerre de Crimee (1853 - 1856) - Une croisade moderne,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2008, 83 p.",,Napoleon III,
1073,N° 2 - Le Paris de l Empereur (1853 - 1870) - Les realisations d Haussmann,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2008, 83 p.",,Napoleon III,
1074,N° 3 - La bataille de Solferino (24 juin 1859),REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2008, 83 p.",,Napoleon III,
1075,N° 4 - L Empereur et le Royaume arabe,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2008, 83 p.",,Napoleon III,
1076,N° 5 - Le siege de Metz (19 août - 27 octobre 1870),REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2009, 83 p.",,Napoleon III,
1077,N° 6 - L expedition de Chine et le sac du palais d Ete (1860),REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2009, 83 p.",,Napoleon III,
1078,N° 7 - La fête imperiale,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2009, 83 p.",,Napoleon III,
1079,N° 8 - L affaire de Boulogne . un coup d Etat absurde ?,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2009, 83 p.",,Napoleon III,
1080,N° 9 - La guerre du Mexique (1862 - 1867),REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2010, 83 p.",,Napoleon III,
1081,N° 10 - La bataille de Gravelotte-Saint-Privat (18 août 1870),REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2010, 83 p.",,Napoleon III,
1082,N° 11 - Le coup d Etat (2 decembre 1851),REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2010, 83 p.",,Napoleon III,
1083,N° 12 - L epopee du canal de Suez (1859 - 1869),REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2010, 83 p.",,Napoleon III,
1084,N° 13 - Magenta - L etrange victoire (4 juin 1859),REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2011, 83 p.",,Napoleon III,
1085,N° 14 - La vie parisienne,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2011, 83 p.",,Napoleon III,
1086,N° 15 - La bataille de Wissembourg (4 août 1870),REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2011, 83 p.",,Napoleon III,
1087,N° 16 - Morny le flamboyant (1811 - 1865),REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2011, 83 p.",,Napoleon III,
1088,N° 17 - La vie de la cour a Fontainebleau,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2012, 83 p.",,Napoleon III,
1089,N° 18 - De la Republique cesarienne a l Empire,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2012, 83 p.",,Napoleon III,
1090,N° 19 - Les chemins de fer,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2012, 83 p.",,Napoleon III,
1091,N° 20 - La capitulation de Sedan (2 septembre 1870),REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2012, 83 p.",,Napoleon III,
1092,N° 21 - Alesia - La preuve par l archeologie,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2013, 83 p.",,Napoleon III,
1093,N° 22 - Le triomphe de la bourgeoisie,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2013, 83 p.",,Napoleon III,
1094,N° 23 - Napoleon III et les femmes,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2013, 67 p.",,Napoleon III,
1095,N° 24 - Le siege de Belfort,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2013, 67 p.",,Napoleon III,
1096,N° 25 - 1855 - Le voyage de Victoria et l exposition universelle,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2014, 83 p.",,Napoleon III,
1097,N° 26 - ,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2014, 83 p.",,Napoleon III,
1098,N° 27 - ,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2014, 83 p.",,Napoleon III,
1099,N° 28 - Adolphe Thiers - L adversaire resolu,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2014, 67 p.",,Napoleon III,
1100,N° 29 - ,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2015, 83 p.",,Napoleon III,
1101,N° 30 - Le Prince imperial et l armee,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2015, 67 p.",,Napoleon III,
1102,N° 31 - Eugenie l imperatrice mal-aimee,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2015, 83 p.",,Napoleon III,
1103,N° 32 - Le prince Napoleon - Un cousin indocile,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2015, 67 p.",,Napoleon III,
1104,N° 33 - L Empereur et l Algerie,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2016, 67 p.",,Napoleon III,
1105,N° 34 - ,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2016, 83 p.",,Napoleon III,
1106,N° 35 - Les cuirassiers de Reichshoffen - L ultime sacrifice,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2016, 67 p.",,Napoleon III,
1107,N° 36 - Litterature et pouvoir - Les plumes de l Aigle,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2016, 67 p.",,Napoleon III,
1108,N° 37 - Un chef d Etat social,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2017, 67 p.",,Napoleon III,
1109,N° 38 - L intervention française en Syrie (1860 - 1861),REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2017, 67 p.",,Napoleon III,
1110,N° 39 - Louis-Napoleon prend le pouvoir (1848 - 1851),REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2017, 67 p.",,Napoleon III,
1111,N° 40 - Emile Ollivier et l Empire liberal,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2017, 67 p.",,Napoleon III,
1112,N° 41 - Napoleon III et la question romaine,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2018, 67 p.",,Napoleon III,
1113,N° 42 - Gambetta - La Republique contre l Empire ,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2018, 67 p.",,Napoleon III,
1114,N° 43 - La vie de cour - L Aigle fait la fête,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2018, 67 p.",,Napoleon III,
1115,N° 44 - Le colonel Du Pin sur tous les fronts,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2018, 67 p.",,Napoleon III,
1116,N° 45 - La vie de cour - L Aigle fait la fête,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2019, 67 p.",,Napoleon III,
1117,N° 46 - ,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2019, 83 p.",,Napoleon III,
1118,N° 47 - ,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2019, 83 p.",,Napoleon III,
1119,N° 48 -  Les ecrits de jeunesse de Louis-Napoleon,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2019, 66 p.",,Napoleon III,
1120,"N° 49 -  1848 - 1851 - Louis-Napoleon, heros politique ?",REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2020, 66 p.",,Napoleon III,
1121,N° 50 -  Il y a 150 ans - L Empereur revolutionne l economie,REVUE NAPOLEON III,S,NIII REV,"SOTECA, 2020, 66 p.",,Napoleon III,
1122,L intervention française au Mexique (1862 - 1867),"BOURDEILLE, Christian (sous la direction de)",S,NIII BOU,"Cerf Patrimoine, 2019, 299 p.",,Napoleon III,
1123,L interpretation et le representation du Moyen-Age sous le Second Empire,"BABIC, Laurence",S,NIII BAB,"L Harmattan, 2015, 631 p.",,Napoleon III,
1124,"Une Reine du Second Empire, Marie-Laetitia Bonaparte-Wyse","MARTINI, Magda",S,NIII WYSE 2 marti Thiry ,"Droz et Minard, 1957, 252 p.",,Napoleon III,
1125,Correspondance entre le Grand-duc Nicolas Mikhaïlovitch de Russie et Frederic Masson (1897 - 1914),"SMITH, William",S,NIII SMI,"Bernard Giovanangeli Editeur, 2005, 822 p.",,Napoleon III,
1126,La chronique de Froeschwiller - Scenes vecues de la guerre de 1870,"KLEIN, C.",S,NIII KLE,"Editions Info-Est, 1987, 362 p.",,Napoleon III,
1127,Alphonse de NEUVILLE - L epopee de la defaite,"CHABERT, Philippe",S,NIII CHA,"Copernic, 1979, 79 p.",Grand format,Napoleon III,
